Student_ID,Region,Subject,Gender,Grade_Level,Age,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Assignment_Submission_Rate,Percentage,Engagement_Level
29538,Europe,Computer Science,Female,10,15,19,20.5,6.4,53.7,59.5,Low
29539,Africa,Economics,Male,12,18,25,32.3,6.7,65.8,60.4,High
29540,Europe,Computer Science,Female,12,17,17,22.5,5.7,47.8,83.0,Low
29541,Africa,Economics,Male,9,15,15,31.2,9.6,50.5,71.2,Medium
29542,Europe,History,Female,11,17,25,11.4,11.4,30.3,69.9,Low
29543,South America,History,Female,10,15,9,42.4,6.0,53.6,69.1,Medium
29544,Africa,History,Female,10,16,16,3.1,8.3,31.9,57.4,Low
29545,South Asia,History,Male,12,17,35,28.0,1.1,55.2,68.1,High
29546,South Asia,English,Female,11,17,8,29.6,13.3,47.6,59.9,Low
29547,North America,Science,Female,9,14,23,29.5,13.7,40.6,78.0,Medium
29548,Europe,Computer Science,Male,11,17,33,36.8,13.7,41.3,65.3,High
29549,Africa,Science,Female,9,14,33,38.7,12.5,38.3,62.9,High
29550,Africa,Economics,Female,10,15,8,28.6,4.4,41.0,74.7,Low
29551,South America,Computer Science,Male,9,15,22,26.8,9.0,47.7,76.7,Medium
29552,North America,Economics,Female,11,16,11,53.0,14.0,42.7,68.1,High
29553,Europe,History,Female,12,17,29,15.5,2.7,42.2,73.7,Medium
29554,Africa,History,Male,10,15,26,42.9,14.7,45.4,64.9,High
29555,South Asia,English,Female,9,14,10,2.4,10.0,14.1,52.3,Low
29556,Europe,Computer Science,Male,10,15,13,32.9,10.0,56.5,84.6,Medium
29557,Europe,History,Female,10,15,23,44.1,10.5,52.8,74.5,High
29558,South America,English,Female,12,17,18,30.1,2.3,47.4,85.8,High
29559,South America,Mathematics,Male,11,16,15,10.4,12.2,25.6,56.6,Low
29560,North America,Mathematics,Female,11,16,14,20.9,9.3,47.1,71.2,Low
29561,South America,Science,Male,10,16,9,33.9,10.2,45.1,68.5,Medium
29562,East Asia,Computer Science,Female,10,15,7,17.2,14.0,19.4,52.7,Low
29563,South America,Economics,Male,12,17,33,33.5,11.3,60.5,69.7,High
29564,East Asia,Economics,Male,12,18,28,19.0,11.3,33.0,84.0,Medium
29565,Africa,History,Female,12,18,29,25.2,9.9,40.2,70.0,Medium
29566,East Asia,Economics,Male,11,17,15,21.4,5.8,44.5,60.8,Low
29567,Africa,Mathematics,Male,11,17,15,17.3,11.0,46.0,54.1,Low
29568,Africa,Economics,Female,9,15,23,23.4,12.4,45.5,62.1,Medium
29569,East Asia,Economics,Female,12,17,17,43.2,13.0,46.3,85.7,High
29570,North America,English,Male,11,17,16,27.0,16.4,45.9,80.3,Medium
29571,North America,Mathematics,Male,9,15,17,28.3,3.6,48.8,69.1,Medium
29572,South Asia,Computer Science,Male,10,16,20,34.0,3.9,42.1,78.4,Medium
29573,South Asia,Mathematics,Female,12,17,11,5.0,20.0,30.4,57.0,Low
29574,South America,History,Female,11,17,24,41.5,5.1,56.2,79.7,High
29575,North America,Science,Female,11,16,36,39.5,10.8,37.1,75.3,High
29576,South America,History,Male,10,16,44,38.4,12.9,51.6,70.1,High
29577,North America,Economics,Female,12,18,34,72.3,11.9,66.3,88.7,High
29578,South Asia,Mathematics,Male,11,17,17,36.3,10.0,54.3,66.2,Medium
29579,South Asia,Mathematics,Female,9,14,25,43.9,17.8,48.6,66.7,High
29580,East Asia,History,Female,10,15,22,29.8,9.1,46.6,78.8,Medium
29581,North America,Computer Science,Male,12,18,20,37.6,12.2,52.3,91.2,High
29582,Africa,Science,Female,10,15,10,38.8,6.9,73.9,60.8,Medium
29583,North America,Mathematics,Female,12,18,16,38.5,6.4,49.7,61.8,Medium
29584,Africa,Computer Science,Male,12,18,4,12.3,11.7,36.8,65.4,Low
29585,East Asia,Computer Science,Male,9,14,20,40.9,8.2,65.7,65.6,High
29586,South America,Economics,Male,12,18,7,21.5,5.0,34.1,53.2,Low
29587,South America,Economics,Male,12,18,9,14.6,0.8,32.9,45.3,Low
29588,South America,Computer Science,Male,12,17,19,25.1,5.9,41.5,56.7,Medium
29589,South Asia,Mathematics,Male,11,16,12,18.9,14.6,35.6,51.8,Low
29590,South Asia,Science,Male,11,16,25,48.8,5.2,44.9,72.1,High
29591,East Asia,History,Female,11,16,21,28.2,11.9,52.8,69.4,Medium
29592,East Asia,English,Other,11,17,39,51.5,10.1,63.2,87.1,High
29593,Africa,Mathematics,Male,12,17,31,20.1,12.6,33.6,62.2,Medium
29594,South Asia,History,Female,9,14,11,28.4,1.6,54.4,60.6,Low
29595,South Asia,Computer Science,Male,10,16,28,20.6,9.5,49.6,75.4,Medium
29596,North America,Computer Science,Male,9,14,12,28.5,12.0,37.2,81.0,Low
29597,Europe,Economics,Female,11,17,28,29.9,19.2,45.3,77.6,High
29598,Africa,Mathematics,Male,9,15,32,31.8,16.9,52.3,48.2,High
29599,South America,Economics,Male,10,15,12,20.2,7.2,36.3,63.6,Low
29600,East Asia,History,Male,10,16,22,17.4,7.7,50.0,71.1,Low
29601,South Asia,Science,Female,9,14,27,42.0,7.1,63.3,56.7,High
29602,North America,Economics,Female,9,15,10,23.8,7.5,32.9,57.5,Low
29603,North America,Mathematics,Male,11,16,16,18.1,8.7,53.2,66.0,Low
29604,Africa,Mathematics,Male,10,16,16,15.8,7.9,24.1,55.0,Low
29605,East Asia,Computer Science,Female,10,15,14,36.2,16.1,33.4,92.5,Medium
29606,Europe,Computer Science,Female,10,16,8,12.2,2.2,45.8,59.6,Low
29607,Europe,Mathematics,Male,9,15,14,26.0,12.4,39.0,62.6,Low
29608,North America,Economics,Female,11,16,17,29.2,8.2,50.6,63.8,Medium
29609,Africa,Economics,Female,12,17,11,42.2,8.4,51.4,61.5,Medium
29610,East Asia,Computer Science,Male,12,17,31,44.1,10.6,39.9,76.4,High
29611,Europe,English,Female,9,14,16,31.8,8.8,60.8,61.9,Medium
29612,Africa,Economics,Male,12,18,15,32.1,10.6,30.0,56.8,Medium
29613,South America,Mathematics,Male,9,14,16,43.8,5.2,49.5,56.9,High
29614,East Asia,Computer Science,Male,11,16,26,43.3,4.4,57.9,77.2,High
29615,Europe,Economics,Female,10,15,8,7.4,7.0,36.9,61.5,Low
29616,North America,History,Male,12,17,13,19.5,7.4,14.5,67.0,Low
29617,Africa,English,Female,11,17,31,32.2,7.0,44.7,64.9,High
29618,East Asia,English,Male,9,15,11,3.3,9.5,38.4,84.1,Low
29619,South Asia,Mathematics,Male,10,16,17,14.3,12.3,32.3,52.0,Low
29620,North America,Mathematics,Female,11,17,9,12.5,8.4,41.9,73.8,Low
29621,Africa,English,Female,9,15,31,34.5,16.1,46.2,77.4,High
29622,South America,Mathematics,Male,12,18,10,33.5,13.8,43.8,65.4,Medium
29623,South Asia,History,Female,11,16,8,19.2,12.7,40.8,53.7,Low
29624,Europe,History,Female,12,17,14,15.7,4.4,53.4,56.2,Low
29625,East Asia,Economics,Female,11,16,7,27.9,9.1,40.5,66.1,Low
29626,South America,Science,Other,12,18,18,52.3,4.2,71.1,90.4,High
29627,East Asia,Computer Science,Female,11,17,22,38.9,7.3,30.3,78.4,High
29628,North America,Science,Male,12,18,38,43.7,11.3,61.7,75.6,High
29629,Europe,History,Male,11,17,10,1.0,2.7,24.7,73.2,Low
29630,North America,Computer Science,Male,9,15,22,19.3,10.4,30.2,63.4,Medium
29631,South Asia,English,Male,11,16,24,27.4,7.8,47.4,63.6,Medium
29632,South Asia,Mathematics,Female,12,17,14,17.4,8.4,42.8,55.4,Low
29633,East Asia,Computer Science,Male,12,17,56,7.8,18.7,50.0,100.0,High
29634,Africa,Science,Male,9,14,25,28.5,6.2,31.6,71.7,Medium
29635,North America,Science,Female,11,16,15,27.8,6.8,51.3,71.3,Medium
29636,South America,Computer Science,Male,12,17,13,22.1,4.2,29.4,55.8,Low
29637,Europe,History,Female,10,15,9,26.8,8.1,31.4,67.0,Low
29638,East Asia,Mathematics,Male,9,14,27,25.4,17.0,50.1,73.5,Medium
29639,Europe,Economics,Female,12,17,40,47.0,6.8,59.5,85.0,High
29640,South Asia,History,Female,11,16,35,48.1,16.6,33.0,57.7,High
29641,Africa,Science,Male,10,16,21,40.1,5.0,43.3,74.0,High
29642,North America,Mathematics,Male,12,17,55,38.0,10.4,56.2,70.5,High
29643,South Asia,Computer Science,Female,9,15,25,33.4,8.8,27.4,61.1,High
29644,East Asia,Computer Science,Female,9,14,36,37.5,12.7,37.5,79.9,High
29645,East Asia,Computer Science,Male,9,14,68,41.7,15.2,65.1,91.5,High
29646,South Asia,History,Female,9,15,19,26.3,10.5,49.6,78.4,Medium
29647,South Asia,Economics,Male,11,17,35,38.6,4.3,39.2,63.6,High
29648,South America,History,Male,12,17,31,48.3,0.0,73.8,55.0,High
29649,Europe,Science,Male,10,16,14,40.1,17.3,51.2,81.8,Medium
29650,South Asia,Science,Male,11,17,11,16.1,11.7,37.7,53.4,Low
29651,South Asia,English,Male,12,18,13,27.3,6.5,37.3,73.9,Low
29652,Africa,Computer Science,Female,10,15,33,32.5,1.8,46.9,76.6,High
29653,Africa,Mathematics,Male,10,16,30,25.4,8.3,47.4,52.7,Medium
29654,South America,Science,Female,10,16,24,16.7,9.6,18.7,61.9,Medium
29655,North America,English,Female,9,14,18,43.2,10.9,55.6,63.9,High
29656,North America,History,Female,9,15,38,42.3,11.1,61.7,93.5,High
29657,South Asia,Mathematics,Female,10,15,8,14.5,9.0,34.5,33.2,Low
29658,South Asia,Mathematics,Male,12,18,22,31.9,4.5,33.9,60.7,Medium
29659,North America,Economics,Female,12,17,23,29.7,4.7,20.6,69.3,Medium
29660,South America,Mathematics,Female,12,18,26,24.5,12.8,49.9,61.2,Medium
29661,South America,Mathematics,Male,10,16,10,14.9,7.0,44.3,60.0,Low
29662,South Asia,Science,Female,9,14,17,26.1,5.2,60.4,68.3,Medium
29663,Africa,English,Female,11,17,12,34.0,12.4,43.5,67.3,Medium
29664,East Asia,Science,Male,11,17,9,34.7,4.6,45.4,64.8,Medium
29665,East Asia,Computer Science,Female,9,14,28,36.8,17.0,40.0,99.1,High
29666,South America,Mathematics,Female,12,17,27,42.7,9.7,49.5,78.7,High
29667,North America,Mathematics,Male,11,16,8,21.5,6.0,39.5,74.1,Low
29668,Europe,Mathematics,Male,10,15,11,15.3,5.9,22.0,38.3,Low
29669,South Asia,History,Female,9,15,12,23.1,1.2,29.2,47.8,Low
29670,South America,Economics,Other,12,18,32,39.7,8.0,53.3,63.6,High
29671,East Asia,Mathematics,Male,11,17,31,35.1,8.9,30.8,70.3,High
29672,South Asia,History,Male,10,15,18,31.3,9.0,54.9,77.6,Medium
29673,North America,English,Female,11,17,21,18.9,8.9,59.4,68.6,Low
29674,East Asia,History,Female,12,17,32,18.4,22.6,40.9,78.6,Medium
29675,Europe,History,Male,11,16,30,39.5,8.1,41.0,63.2,High
29676,Europe,Science,Male,9,15,40,52.8,0.0,42.3,70.4,High
29677,South America,History,Male,10,16,12,16.7,7.5,26.3,59.8,Low
29678,East Asia,Mathematics,Male,9,15,35,37.0,18.2,48.6,76.6,High
29679,North America,English,Male,10,15,16,8.1,1.0,6.3,65.0,Low
29680,North America,Economics,Male,10,16,26,35.4,7.4,54.4,72.9,High
29681,South Asia,Economics,Male,12,18,12,63.4,6.5,62.1,65.1,High
29682,North America,Mathematics,Male,9,14,29,28.9,14.3,26.8,70.7,High
29683,South Asia,Mathematics,Male,12,18,13,26.2,12.4,44.3,60.4,Low
29684,South Asia,Computer Science,Other,12,17,10,42.7,4.5,63.2,78.1,Medium
29685,South America,Science,Male,10,15,16,26.5,7.3,35.6,76.0,Medium
29686,South Asia,History,Female,11,17,26,34.2,10.0,57.1,64.0,High
29687,Europe,History,Female,12,17,34,45.7,1.6,53.8,86.5,High
29688,East Asia,English,Female,9,14,16,20.0,12.5,57.8,89.7,Low
29689,East Asia,Science,Male,12,17,31,22.2,7.6,44.3,58.6,Medium
29690,North America,Computer Science,Female,9,14,24,29.4,13.8,49.8,75.3,Medium
29691,North America,Science,Male,11,17,49,33.4,12.7,49.5,88.5,High
29692,Europe,Computer Science,Male,10,16,28,5.6,10.4,28.1,72.9,Low
29693,Africa,Science,Male,10,16,39,17.4,17.7,47.2,56.4,High
29694,Europe,Economics,Male,12,18,11,13.8,8.6,43.0,71.0,Low
29695,South America,Computer Science,Male,9,14,15,49.0,8.2,47.4,77.4,High
29696,South Asia,History,Female,12,17,19,34.2,11.8,58.5,66.4,Medium
29697,South America,Mathematics,Female,12,18,18,36.6,14.2,58.6,61.9,Medium
29698,Europe,Science,Female,10,15,43,51.3,14.2,42.8,64.4,High
29699,South Asia,History,Female,9,14,21,30.2,11.4,44.3,68.9,Medium
29700,North America,History,Male,10,16,17,14.3,10.9,27.3,65.9,Low
29701,South America,Mathematics,Female,11,17,41,27.2,10.2,43.7,69.5,High
29702,East Asia,Mathematics,Male,11,16,32,11.0,8.6,30.8,67.8,Medium
29703,North America,History,Female,11,17,6,31.0,1.6,43.6,73.5,Low
29704,Africa,English,Female,10,15,20,7.9,12.2,19.6,62.9,Low
29705,South America,English,Male,12,18,21,0.0,6.6,24.8,58.4,Low
29706,Africa,History,Female,11,17,10,6.4,1.3,26.6,46.5,Low
29707,Africa,Economics,Female,9,15,4,25.4,2.5,53.5,45.9,Low
29708,Europe,Science,Female,9,14,34,35.8,2.0,57.6,72.5,High
29709,South Asia,Computer Science,Female,11,16,8,16.0,0.0,18.7,53.3,Low
29710,South America,Economics,Female,12,18,19,15.9,4.8,39.9,62.8,Low
29711,East Asia,Economics,Male,11,16,8,34.5,16.3,61.9,83.6,Medium
29712,East Asia,Economics,Male,9,15,19,33.7,8.8,31.8,76.7,Medium
29713,Africa,Mathematics,Male,12,18,17,8.8,4.0,14.6,57.5,Low
29714,East Asia,Mathematics,Female,10,15,14,28.4,7.2,58.0,63.5,Medium
29715,North America,Economics,Female,11,17,25,34.0,4.3,35.0,64.3,High
29716,Europe,Science,Female,11,17,11,36.3,11.0,45.2,68.5,Medium
29717,Africa,Science,Female,10,15,16,37.0,7.6,65.4,76.0,Medium
29718,Europe,English,Female,9,15,30,34.6,0.5,27.3,74.4,High
29719,East Asia,History,Female,11,16,23,42.2,4.2,64.6,77.7,High
29720,South Asia,Mathematics,Male,12,18,32,49.0,12.1,62.1,71.8,High
29721,East Asia,History,Female,11,17,11,20.1,12.9,32.3,77.1,Low
29722,Europe,Mathematics,Male,10,15,32,28.7,7.5,45.9,58.8,High
29723,Europe,English,Female,10,15,35,50.4,9.8,59.3,99.0,High
29724,Africa,Economics,Female,11,17,23,38.4,4.0,50.8,61.5,High
29725,Europe,Mathematics,Female,12,17,14,8.5,11.2,37.6,47.0,Low
29726,Europe,Mathematics,Female,12,18,13,40.2,5.0,40.3,69.0,Medium
29727,South America,English,Male,12,18,13,35.3,1.4,51.0,79.4,Medium
29728,North America,Science,Female,12,18,13,18.4,12.0,45.3,73.6,Low
29729,East Asia,Science,Female,10,16,34,51.5,6.2,60.6,96.0,High
29730,North America,English,Male,12,18,12,9.1,14.3,36.6,76.2,Low
29731,Africa,Science,Male,11,16,30,18.5,5.4,34.2,50.0,Medium
29732,North America,Mathematics,Male,12,18,11,15.4,6.5,36.2,59.0,Low
29733,East Asia,Economics,Female,9,14,23,36.0,12.9,42.8,68.5,High
29734,South Asia,Computer Science,Male,11,17,9,30.1,9.2,43.7,65.9,Low
29735,Africa,English,Other,12,18,9,37.4,9.3,32.5,70.0,Medium
29736,North America,Computer Science,Male,9,14,10,36.5,12.7,48.5,91.8,Medium
29737,East Asia,Economics,Female,12,18,27,28.2,5.1,69.0,72.0,Medium
29738,East Asia,English,Female,9,14,12,34.0,7.0,34.5,64.3,Medium
29739,Europe,Mathematics,Male,10,15,27,30.2,11.1,46.5,84.7,High
29740,Europe,Science,Male,11,17,17,18.5,11.5,29.3,55.4,Low
29741,Africa,Economics,Female,9,14,19,35.4,3.5,55.1,88.3,Medium
29742,East Asia,Economics,Male,11,17,40,43.8,8.3,60.1,77.3,High
29743,East Asia,Computer Science,Male,11,16,17,18.3,6.4,47.6,66.6,Low
29744,South America,Computer Science,Female,11,16,27,26.7,1.8,37.9,62.4,Medium
29745,South Asia,Science,Female,10,16,11,26.1,3.6,31.8,44.9,Low
29746,South America,History,Other,9,15,28,36.5,13.4,56.1,67.1,High
29747,South America,English,Male,11,17,52,41.0,20.5,51.8,79.1,High
29748,East Asia,English,Male,10,15,17,30.2,4.9,42.2,75.1,Medium
29749,Europe,Computer Science,Female,9,14,15,55.5,4.7,50.9,69.4,High
29750,South Asia,History,Female,11,16,16,24.4,10.2,26.3,64.8,Low
29751,North America,English,Male,10,15,14,32.2,5.7,39.2,65.6,Medium
29752,Africa,Science,Male,10,16,18,37.0,10.4,58.9,59.9,Medium
29753,Europe,History,Male,12,17,25,36.6,7.0,68.4,72.8,High
29754,South America,English,Male,11,16,14,36.0,10.6,36.4,68.9,Medium
29755,East Asia,Mathematics,Male,10,16,17,26.3,12.4,37.3,65.7,Medium
29756,South Asia,Computer Science,Male,9,15,22,37.1,9.3,65.4,72.7,High
29757,Europe,English,Male,12,18,22,24.7,4.4,42.5,76.6,Medium
29758,North America,English,Female,11,17,20,38.2,13.2,37.3,61.9,High
29759,Africa,Economics,Male,10,16,14,21.7,6.1,43.0,51.0,Low
29760,Africa,Computer Science,Female,9,15,22,23.9,11.0,31.8,60.1,Medium
29761,Europe,Mathematics,Female,10,16,20,49.2,3.7,53.8,74.0,High
29762,North America,Computer Science,Male,9,14,20,26.6,9.2,33.6,64.3,Medium
29763,Europe,Science,Male,10,15,20,25.0,4.4,58.3,79.2,Medium
29764,Africa,Computer Science,Male,10,15,23,43.6,15.9,63.3,67.5,High
29765,East Asia,English,Male,9,15,11,17.7,7.0,50.3,54.8,Low
29766,North America,History,Male,9,14,22,38.8,1.3,44.2,57.5,High
29767,North America,Computer Science,Female,12,17,21,26.5,15.4,58.4,65.1,Medium
29768,North America,Science,Male,10,16,23,45.3,12.8,51.3,85.4,High
29769,Africa,Mathematics,Male,11,16,4,0.9,15.4,61.2,61.0,Low
29770,Africa,Computer Science,Male,10,15,39,37.3,10.4,41.5,78.0,High
29771,South Asia,Mathematics,Male,10,16,22,9.4,6.3,31.6,51.1,Low
29772,Africa,Computer Science,Male,10,15,27,29.0,9.1,51.9,60.4,Medium
29773,North America,English,Female,9,15,8,21.7,9.6,51.6,66.1,Low
29774,East Asia,Mathematics,Male,9,15,19,53.3,6.4,69.4,69.7,High
29775,Europe,Computer Science,Female,10,16,19,6.5,8.7,25.7,58.6,Low
29776,Africa,Economics,Male,10,16,15,19.1,2.0,29.2,43.1,Low
29777,South Asia,Mathematics,Female,12,17,24,51.0,17.7,50.4,70.7,High
29778,South America,Economics,Other,9,15,21,41.2,9.3,67.1,73.4,High
29779,East Asia,English,Male,9,15,22,32.5,12.7,51.9,79.2,Medium
29780,South Asia,Computer Science,Male,10,15,30,49.9,13.7,56.8,88.0,High
29781,South America,Science,Female,12,17,31,42.5,11.5,62.0,77.0,High
29782,South America,Mathematics,Male,9,14,15,15.6,9.5,31.6,56.7,Low
29783,South Asia,Economics,Male,11,16,10,42.2,1.6,41.9,65.0,Medium
29784,South Asia,History,Male,11,16,25,24.8,12.7,38.4,75.8,Medium
29785,East Asia,Science,Male,12,17,15,27.4,4.8,57.5,82.7,Medium
29786,Europe,English,Male,9,15,13,24.8,10.8,39.4,67.2,Low
29787,South Asia,Computer Science,Female,10,16,28,47.4,9.3,63.1,78.0,High
29788,South America,Science,Male,9,14,15,30.1,11.4,49.8,54.9,Medium
29789,South America,Computer Science,Female,10,15,29,40.4,12.5,42.6,80.8,High
29790,South Asia,Mathematics,Male,12,18,38,40.9,4.7,63.6,57.3,High
29791,South Asia,Economics,Male,11,16,8,24.5,8.2,51.7,66.6,Low
29792,South America,Computer Science,Male,11,17,45,39.8,12.4,56.2,75.1,High
29793,Europe,English,Female,11,16,25,36.9,13.5,42.8,72.0,High
29794,North America,History,Male,12,17,11,5.8,11.6,35.3,55.4,Low
29795,North America,Science,Female,9,14,12,40.1,0.8,58.6,73.7,Medium
29796,North America,English,Female,9,14,38,46.6,8.4,46.3,85.3,High
29797,South America,English,Male,11,17,16,19.6,11.0,17.5,49.9,Low
29798,North America,English,Male,11,17,20,44.9,11.0,47.5,75.7,High
29799,Europe,Computer Science,Female,10,16,30,15.3,7.5,34.7,70.1,Medium
29800,East Asia,English,Male,11,16,19,37.1,7.8,53.7,83.4,Medium
29801,East Asia,Mathematics,Female,9,15,20,52.1,5.0,65.9,71.3,High
29802,Africa,English,Female,12,18,31,31.8,3.4,45.4,83.0,High
29803,South America,Mathematics,Female,9,14,24,23.2,12.4,38.8,70.3,Medium
29804,South Asia,English,Female,11,17,29,46.1,8.9,43.6,65.2,High
29805,Europe,Computer Science,Male,10,15,23,14.1,9.7,26.1,78.3,Low
29806,North America,Mathematics,Female,9,14,30,36.3,10.5,59.3,72.9,High
29807,South America,Mathematics,Female,9,15,11,20.0,8.3,50.1,45.6,Low
29808,South Asia,English,Female,9,15,7,30.1,15.3,18.3,46.4,Low
29809,South America,English,Male,11,16,13,52.7,5.0,67.1,79.0,High
29810,South Asia,Mathematics,Female,9,14,62,57.0,11.1,63.3,80.2,High
29811,Africa,Science,Female,11,17,13,4.5,8.2,49.4,60.8,Low
29812,East Asia,Computer Science,Male,11,17,7,21.4,6.1,48.1,83.9,Low
29813,Africa,History,Female,9,14,21,40.5,18.0,47.1,67.2,High
29814,East Asia,History,Female,10,15,31,57.6,5.8,43.0,98.1,High
29815,Europe,Mathematics,Female,10,15,12,26.3,10.1,59.4,52.0,Low
29816,North America,Computer Science,Female,12,18,21,21.0,7.5,50.8,67.3,Medium
29817,North America,History,Female,12,18,21,35.3,7.9,43.9,85.1,Medium
29818,South Asia,English,Female,12,17,20,29.5,2.6,58.8,64.7,Medium
29819,South America,History,Female,10,16,22,18.4,12.6,52.4,81.0,Medium
29820,East Asia,Mathematics,Female,9,15,24,36.7,12.0,64.6,64.3,High
29821,Africa,Computer Science,Male,10,15,39,43.9,10.9,48.7,81.7,High
29822,Europe,Science,Male,12,17,8,30.5,13.0,46.6,80.5,Low
29823,South Asia,Mathematics,Male,10,15,24,13.5,12.4,32.8,64.9,Low
29824,South Asia,Science,Female,12,17,7,4.8,4.5,29.1,40.6,Low
29825,North America,English,Female,9,15,21,47.5,9.5,48.9,76.8,High
29826,East Asia,English,Other,9,14,23,32.5,6.0,42.3,65.6,Medium
29827,South Asia,Science,Female,10,16,29,35.2,8.2,50.4,65.1,High
29828,South Asia,Computer Science,Female,12,17,9,18.7,10.5,30.2,68.9,Low
29829,East Asia,Science,Female,12,18,18,18.7,9.4,39.6,57.4,Low
29830,North America,Mathematics,Female,11,16,12,47.1,14.9,62.5,83.9,High
29831,South America,Science,Male,9,14,36,17.8,21.2,30.5,55.7,Medium
29832,Europe,English,Female,10,15,22,20.0,2.8,51.1,66.8,Medium
29833,Africa,Mathematics,Other,9,15,18,43.8,10.3,49.6,66.5,High
29834,Africa,Mathematics,Female,9,14,15,38.5,3.3,52.0,68.5,Medium
29835,North America,Mathematics,Male,9,15,13,3.4,13.7,50.3,53.9,Low
29836,Europe,English,Male,12,18,46,27.1,11.1,33.1,86.4,High
29837,South Asia,Economics,Female,9,15,32,48.5,4.1,53.1,73.3,High
29838,Africa,History,Female,9,15,17,10.6,13.6,25.0,52.8,Low
29839,East Asia,Mathematics,Female,10,16,18,24.0,10.9,56.5,75.5,Medium
29840,South Asia,Mathematics,Male,10,15,31,28.5,6.4,62.3,36.8,High
29841,South America,Mathematics,Female,12,18,47,60.8,10.2,56.9,72.1,High
29842,South Asia,Mathematics,Other,12,17,27,31.0,6.7,38.2,65.6,High
29843,South America,History,Female,12,18,15,34.7,11.7,45.6,71.8,Medium
29844,Africa,Computer Science,Female,12,18,4,2.1,7.4,36.4,44.4,Low
29845,Europe,English,Male,9,15,12,15.8,5.1,51.3,66.6,Low
29846,South Asia,English,Male,11,16,12,52.7,19.2,58.7,84.1,High
29847,North America,History,Male,12,18,8,15.7,6.1,29.9,59.7,Low
29848,Europe,English,Male,10,16,20,47.2,11.6,55.8,83.9,High
29849,North America,Computer Science,Male,12,17,30,15.7,0.2,54.3,72.2,Medium
29850,North America,Computer Science,Female,11,17,22,18.2,9.5,36.3,77.7,Low
29851,North America,Economics,Male,11,16,6,31.0,7.1,54.5,64.2,Low
29852,Africa,Mathematics,Other,11,17,18,18.9,8.4,24.9,45.6,Low
29853,South Asia,English,Female,10,15,23,40.1,9.4,39.9,79.0,High
29854,South Asia,Economics,Male,9,15,10,21.5,7.3,42.5,48.8,Low
29855,Africa,Computer Science,Female,9,14,21,64.7,10.9,66.6,79.5,High
29856,Africa,Computer Science,Male,12,17,14,25.1,10.7,56.0,65.3,Low
29857,East Asia,English,Female,12,17,29,52.9,9.4,60.6,87.4,High
29858,South Asia,English,Female,9,14,19,38.0,11.1,40.0,71.7,Medium
29859,East Asia,Computer Science,Male,9,14,12,26.3,14.5,33.3,72.3,Low
29860,South Asia,English,Female,9,14,33,35.7,2.7,36.7,68.8,High
29861,South Asia,English,Female,11,17,20,26.8,9.4,54.1,52.8,Medium
29862,Europe,English,Female,9,15,32,30.6,10.8,44.2,68.0,High
29863,Europe,Mathematics,Female,9,15,42,43.5,15.7,49.2,91.3,High
29864,Europe,Computer Science,Female,11,17,8,4.5,5.4,31.8,59.9,Low
29865,East Asia,Economics,Female,9,15,25,35.8,4.7,47.3,74.3,High
29866,Africa,Mathematics,Female,9,15,18,32.7,8.8,43.6,61.5,Medium
29867,South Asia,English,Female,9,15,9,14.0,4.3,30.4,49.0,Low
29868,North America,Computer Science,Female,12,17,5,25.8,8.2,46.2,86.9,Low
29869,East Asia,Mathematics,Male,12,18,16,22.2,10.8,26.4,75.0,Low
29870,South America,Science,Other,11,16,35,41.3,14.2,46.3,77.0,High
29871,East Asia,Economics,Female,10,15,46,64.6,8.9,85.3,91.1,High
29872,North America,Computer Science,Female,12,18,30,36.6,6.1,65.8,79.9,High
29873,North America,Economics,Female,9,15,18,32.5,14.5,38.1,65.2,Medium
29874,East Asia,Economics,Female,9,14,15,30.9,12.3,50.6,58.4,Medium
29875,South America,Computer Science,Female,10,15,20,22.7,10.4,35.7,67.2,Medium
29876,North America,Science,Female,9,15,7,28.7,10.7,47.9,62.6,Low
29877,Africa,Economics,Male,10,16,29,6.4,13.1,49.6,48.3,Low
29878,Africa,English,Female,12,18,10,15.6,4.1,36.5,50.2,Low
29879,North America,History,Female,9,15,15,43.8,3.0,42.7,79.3,High
29880,Europe,History,Female,12,17,18,37.5,13.3,46.0,73.3,Medium
29881,North America,History,Female,12,17,10,38.4,11.7,53.5,62.1,Medium
29882,East Asia,History,Male,10,15,22,10.8,10.4,30.2,67.6,Low
29883,Europe,Computer Science,Female,12,17,9,29.2,11.9,49.6,69.3,Low
29884,South America,Mathematics,Male,11,16,23,34.9,9.1,36.9,58.3,High
29885,North America,English,Female,10,16,28,23.3,13.3,35.2,67.4,Medium
29886,East Asia,History,Female,12,18,48,29.3,12.1,45.3,75.0,High
29887,Africa,History,Female,12,17,30,30.4,6.8,46.7,74.9,High
29888,Europe,Computer Science,Male,10,15,10,31.1,11.1,41.2,61.7,Low
29889,Europe,English,Female,11,17,16,21.4,9.0,48.6,53.0,Low
29890,Africa,Economics,Female,10,16,9,20.0,12.0,25.5,58.5,Low
29891,North America,Mathematics,Female,11,17,21,6.3,7.4,40.5,54.8,Low
29892,South Asia,Computer Science,Female,10,16,17,9.7,11.2,34.8,52.3,Low
29893,Europe,Science,Male,9,15,15,15.5,9.0,33.7,64.4,Low
29894,North America,History,Female,12,18,16,2.1,15.5,23.4,62.5,Low
